Mode,Category,Subcategory,Metric,Unit,Year,Month,Value,Notes,Source
Land,TransJakarta,Corridor 10 Tanjung Priok–PGC,Passengers,people,2024,,8261792.0,Tabel 2.5 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,TransJakarta,Corridor 11 Pulogebang–Kampung Melayu,Passengers,people,2023,,3069323.0,Tabel 2.5 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,TransJakarta,Corridor 11 Pulogebang–Kampung Melayu,Passengers,people,2024,,3081020.0,Tabel 2.5 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,TransJakarta,Corridor 12 Pluit–Tanjung Priok,Passengers,people,2023,,3227935.0,Tabel 2.5 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,TransJakarta,Corridor 12 Pluit–Tanjung Priok,Passengers,people,2024,,3311400.0,Tabel 2.5 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,TransJakarta,Corridor 13 Ciledug–Tegal Mampang,Passengers,people,2023,,11212621.0,Tabel 2.5 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,TransJakarta,Corridor 13 Ciledug–Tegal Mampang,Passengers,people,2024,,13067677.0,Tabel 2.5 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,TransJakarta,Corridor 14 Senen–Jakarta International Stadium,Passengers,people,2023,,30111.0,Tabel 2.5 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,TransJakarta,Corridor 14 Senen–Jakarta International Stadium,Passengers,people,2024,,525643.0,Tabel 2.5 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,TransJakarta,Corridor 2 Pulo Gadung–Monas,Passengers,people,2023,,8783006.0,Tabel 2.5 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,TransJakarta,Corridor 2 Pulo Gadung–Monas,Passengers,people,2024,,11222022.0,Tabel 2.5 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,TransJakarta,Corridor 3 Kalideres–Bundaran HI via Veteran,Passengers,people,2023,,9624480.0,Tabel 2.5 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,TransJakarta,Corridor 3 Kalideres–Bundaran HI via Veteran,Passengers,people,2024,,10571114.0,Tabel 2.5 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,TransJakarta,Corridor 4 Pulo Gadung–Galunggung,Passengers,people,2023,,6730848.0,Tabel 2.5 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,TransJakarta,Corridor 4 Pulo Gadung–Galunggung,Passengers,people,2024,,6146351.0,Tabel 2.5 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,TransJakarta,Corridor 5 Kampung Melayu–Ancol,Passengers,people,2023,,7798435.0,Tabel 2.5 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,TransJakarta,Corridor 5 Kampung Melayu–Ancol,Passengers,people,2024,,10355845.0,Tabel 2.5 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,TransJakarta,Corridor 6 Ragunan–Galunggung,Passengers,people,2023,,8972720.0,Tabel 2.5 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,TransJakarta,Corridor 6 Ragunan–Galunggung,Passengers,people,2024,,10449294.0,Tabel 2.5 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,TransJakarta,Corridor 7 Kampung Melayu–Kampung Rambutan,Passengers,people,2023,,7414293.0,Tabel 2.5 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,TransJakarta,Corridor 7 Kampung Melayu–Kampung Rambutan,Passengers,people,2024,,9399044.0,Tabel 2.5 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,TransJakarta,Corridor 8 Lebak Bulus–Pasar Baru,Passengers,people,2023,,10411881.0,Tabel 2.5 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,TransJakarta,Corridor 8 Lebak Bulus–Pasar Baru,Passengers,people,2024,,12285028.0,Tabel 2.5 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,TransJakarta,Corridor 9 Pinang Ranti–Pluit,Passengers,people,2023,,16128602.0,Tabel 2.5 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,TransJakarta,Corridor 9 Pinang Ranti–Pluit,Passengers,people,2024,,19489741.0,Tabel 2.5 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,TransJakarta,Lainnya (Non-koridor),Passengers,people,2023,,164281538.0,Tabel 2.5 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,TransJakarta,Lainnya (Non-koridor),Passengers,people,2024,,233667551.0,Tabel 2.5 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Vehicles,Bus,Registered vehicles,unit,2022,,33151.0,Tabel 2.1 (2022–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Vehicles,Bus,Registered vehicles,unit,2023,,34877.0,Tabel 2.1 (2022–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Vehicles,Bus,Registered vehicles,unit,2024,,36381.0,Tabel 2.1 (2022–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Vehicles,Mobil Passengers,Registered vehicles,unit,2022,,2120532.0,Tabel 2.1 (2022–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Vehicles,Mobil Passengers,Registered vehicles,unit,2023,,2272301.0,Tabel 2.1 (2022–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Vehicles,Mobil Passengers,Registered vehicles,unit,2024,,2333391.0,Tabel 2.1 (2022–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Vehicles,Sepeda Motor,Registered vehicles,unit,2022,,8550413.0,Tabel 2.1 (2022–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Vehicles,Sepeda Motor,Registered vehicles,unit,2023,,8889450.0,Tabel 2.1 (2022–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Vehicles,Sepeda Motor,Registered vehicles,unit,2024,,9167512.0,Tabel 2.1 (2022–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Vehicles,Total,Registered vehicles,unit,2022,,11179584.0,Tabel 2.1 (2022–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Vehicles,Total,Registered vehicles,unit,2023,,11696774.0,Tabel 2.1 (2022–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Vehicles,Total,Registered vehicles,unit,2024,,12057335.0,Tabel 2.1 (2022–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Vehicles,Truk,Registered vehicles,unit,2022,,475488.0,Tabel 2.1 (2022–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Vehicles,Truk,Registered vehicles,unit,2023,,500146.0,Tabel 2.1 (2022–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Vehicles,Truk,Registered vehicles,unit,2024,,520051.0,Tabel 2.1 (2022–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
