gadm_id,gadm_name,country,polygon_level,home_to_ping_distance_category,distance_category_ping_fraction,ds,_source_file
IDN.7.6_1,Kepulauan Seribu,IDN,2,"[10, 100)",0.0139971898972035,2025-10-23,1922039342088483_2025-10-23.csv
IDN.7.6_1,Kepulauan Seribu,IDN,2,100+,0.0020947486667176,2025-10-23,1922039342088483_2025-10-23.csv
IDN.7.1_1,Jakarta Barat,IDN,2,0,0.3954251363676784,2025-10-22,1922039342088483_2025-10-22.csv
IDN.7.1_1,Jakarta Barat,IDN,2,"(0, 10)",0.5641205155251622,2025-10-22,1922039342088483_2025-10-22.csv
IDN.7.1_1,Jakarta Barat,IDN,2,"[10, 100)",0.0379560965627725,2025-10-22,1922039342088483_2025-10-22.csv
IDN.7.1_1,Jakarta Barat,IDN,2,100+,0.0024776756736956,2025-10-22,1922039342088483_2025-10-22.csv
IDN.7.2_1,Jakarta Pusat,IDN,2,0,0.3881718195416756,2025-10-22,1922039342088483_2025-10-22.csv
IDN.7.2_1,Jakarta Pusat,IDN,2,"(0, 10)",0.5664714310434921,2025-10-22,1922039342088483_2025-10-22.csv
IDN.7.2_1,Jakarta Pusat,IDN,2,"[10, 100)",0.0397888230143853,2025-10-22,1922039342088483_2025-10-22.csv
IDN.7.2_1,Jakarta Pusat,IDN,2,100+,0.0055607649829597,2025-10-22,1922039342088483_2025-10-22.csv
IDN.7.3_1,Jakarta Selatan,IDN,2,0,0.3920766463235907,2025-10-22,1922039342088483_2025-10-22.csv
IDN.7.3_1,Jakarta Selatan,IDN,2,"(0, 10)",0.5585794774384852,2025-10-22,1922039342088483_2025-10-22.csv
IDN.7.3_1,Jakarta Selatan,IDN,2,"[10, 100)",0.046584491412836,2025-10-22,1922039342088483_2025-10-22.csv
IDN.7.3_1,Jakarta Selatan,IDN,2,100+,0.0027744654125777,2025-10-22,1922039342088483_2025-10-22.csv
IDN.7.4_1,Jakarta Timur,IDN,2,0,0.3979297614654528,2025-10-22,1922039342088483_2025-10-22.csv
IDN.7.4_1,Jakarta Timur,IDN,2,"(0, 10)",0.5424804179042454,2025-10-22,1922039342088483_2025-10-22.csv
IDN.7.4_1,Jakarta Timur,IDN,2,"[10, 100)",0.0570397146307323,2025-10-22,1922039342088483_2025-10-22.csv
IDN.7.4_1,Jakarta Timur,IDN,2,100+,0.0025641858652231,2025-10-22,1922039342088483_2025-10-22.csv
IDN.7.5_1,Jakarta Utara,IDN,2,0,0.3959040586432575,2025-10-22,1922039342088483_2025-10-22.csv
IDN.7.5_1,Jakarta Utara,IDN,2,"(0, 10)",0.5590805653927978,2025-10-22,1922039342088483_2025-10-22.csv
IDN.7.5_1,Jakarta Utara,IDN,2,"[10, 100)",0.0423144213370577,2025-10-22,1922039342088483_2025-10-22.csv
IDN.7.5_1,Jakarta Utara,IDN,2,100+,0.002681762390278,2025-10-22,1922039342088483_2025-10-22.csv
IDN.7.6_1,Kepulauan Seribu,IDN,2,0,0.406265727907228,2025-10-22,1922039342088483_2025-10-22.csv
IDN.7.6_1,Kepulauan Seribu,IDN,2,"(0, 10)",0.5749491159751275,2025-10-22,1922039342088483_2025-10-22.csv
IDN.7.6_1,Kepulauan Seribu,IDN,2,"[10, 100)",0.015769689399869,2025-10-22,1922039342088483_2025-10-22.csv
